Level,District Code,District_Name,School Code,School_Name,Content,Test_Grade,# of Total Records,Valid_Scores,# of No Scores,Participation Rate,Mean Scale Score,# Did Not Yet Meet Expectations,Percent_Did_Not_Yet_Meet_Expectations,# Partially Met Expectations,Percent_Partially_Met_Expectations,# Approached Expectations,Percent_Approached_Expectations,# Met Expectations,Percent_Met_Expectations,# Exceeded Expectations,Percent_Exceeded_Expectations,# Met or Exceeded Expectations,Percent_Met_or_Exceeded_Expectations,2017 Mean Scale Score**,2017 # Met or Exceeded Expectations**,2017 % Met or Exceeded Expectations**,% Change in Met or Exceeded Expectations**
SCHOOL,0880,DENVER COUNTY 1,2506,EDISON ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 03,      83,      79,       4,95.2,763,       4,5.1,      11,13.9,      16,20.3,      23,29.1,      25,31.6,      48,60.8,757,      48,54.5,   6.3
SCHOOL,0880,DENVER COUNTY 1,2506,EDISON ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 04,      82,      78,       4,95.1,743,       6,7.7,      12,15.4,      26,33.3,*,*,*,*,      34,43.6,742,      38,46.9,  -3.3
SCHOOL,0880,DENVER COUNTY 1,2506,EDISON ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 05,      85,      82,       3,96.5,743,      16,19.5,      12,14.6,      13,15.9,*,*,*,*,      41,50.0,746,      40,55.6,  -5.6
SCHOOL,0880,DENVER COUNTY 1,2652,ELLIS ELEMENTARY SCHOOL,English Language Arts,All Grades,     134,     129,       5,96.3,736,      20,15.5,      25,19.4,      45,34.9,*,*,*,*,      39,30.2,739,      53,36.8,  -6.6
SCHOOL,0880,DENVER COUNTY 1,2652,ELLIS ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 03,      42,      40,       2,95.2,740,       7,17.5,       9,22.5,       9,22.5,*,*,*,*,      15,37.5,739,      14,37.8,  -0.3
SCHOOL,0880,DENVER COUNTY 1,2652,ELLIS ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 04,      42,      41,       1,97.6,727,       6,14.6,      11,26.8,      17,41.5,*,*,*,*,       7,17.1,731,      12,24.0,  -6.9
SCHOOL,0880,DENVER COUNTY 1,2652,ELLIS ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 05,      50,      48,       2,96.0,739,       7,14.6,       5,10.4,      19,39.6,*,*,*,*,      17,35.4,746,      27,47.4, -12.0
SCHOOL,0880,DENVER COUNTY 1,2652,ELLIS ELEMENTARY SCHOOL,Mathematics,All Grades,     180,     177,       3,98.3,720,      47,26.6,      42,23.7,      59,33.3,*,*,*,*,      29,16.4,729,      48,27.6, -11.2
SCHOOL,0880,DENVER COUNTY 1,2652,ELLIS ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 03,      68,      68,       0,100.0,721,      19,27.9,      17,25.0,      20,29.4,*,*,*,*,      12,17.6,733,      18,31.0, -13.4
SCHOOL,0880,DENVER COUNTY 1,2652,ELLIS ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 04,      61,      61,       0,100.0,711,      21,34.4,      16,26.2,      20,32.8,*,*,*,*,       4,6.6,721,       9,16.4,  -9.8
SCHOOL,0880,DENVER COUNTY 1,2652,ELLIS ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 05,      51,      48,       3,94.1,730,       7,14.6,       9,18.8,      19,39.6,*,*,*,*,      13,27.1,733,      21,34.4,  -7.3
SCHOOL,0880,DENVER COUNTY 1,2880,FAIRVIEW ELEMENTARY SCHOOL,English Language Arts,All Grades,     102,     102,       0,100.0,723,      32,31.4,      19,18.6,      31,30.4,*,*,*,*,      20,19.6,720,      26,24.3,  -4.7
SCHOOL,0880,DENVER COUNTY 1,2880,FAIRVIEW ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 03,      29,      29,       0,100.0,715,      11,37.9,       6,20.7,       7,24.1,*,*,*,*,       5,17.2,703,       4,9.8,   7.4
SCHOOL,0880,DENVER COUNTY 1,2880,FAIRVIEW ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 04,      38,      38,       0,100.0,719,      15,39.5,       7,18.4,      10,26.3,*,*,*,*,       6,15.8,727,      12,28.6, -12.8
SCHOOL,0880,DENVER COUNTY 1,2880,FAIRVIEW ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 05,      35,      35,       0,100.0,734,       6,17.1,       6,17.1,      14,40.0,*,*,*,*,       9,25.7,736,      10,41.7, -16.0
SCHOOL,0880,DENVER COUNTY 1,2880,FAIRVIEW ELEMENTARY SCHOOL,Mathematics,All Grades,     102,     102,       0,100.0,721,      27,26.5,      30,29.4,      21,20.6,*,*,*,*,      24,23.5,715,      20,18.7,   4.8
SCHOOL,0880,DENVER COUNTY 1,2880,FAIRVIEW ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 03,      29,      29,       0,100.0,722,*,*,       6,20.7,*,*,*,*,*,*,      11,37.9,706,       4,9.8,  28.1
SCHOOL,0880,DENVER COUNTY 1,2880,FAIRVIEW ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 04,      38,      38,       0,100.0,715,*,*,      14,36.8,*,*,*,*,*,*,       6,15.8,721,       8,19.0,  -3.2
SCHOOL,0880,DENVER COUNTY 1,2880,FAIRVIEW ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 05,      35,      35,       0,100.0,727,       6,17.1,      10,28.6,      12,34.3,*,*,*,*,       7,20.0,719,       8,33.3, -13.3
SCHOOL,0880,DENVER COUNTY 1,4140,FARRELL B. HOWELL ECE-8 SCHOOL,English Language Arts,All Grades,     469,     459,      10,97.9,720,     121,26.4,     129,28.1,     120,26.1,*,*,*,*,      89,19.4,725,     104,22.0,  -2.6
SCHOOL,0880,DENVER COUNTY 1,4140,FARRELL B. HOWELL ECE-8 SCHOOL,English Language Arts,English Language Arts Grade 03,      58,      57,       1,98.3,713,      20,35.1,      16,28.1,      15,26.3,*,*,*,*,       6,10.5,720,       6,11.1,  -0.6
SCHOOL,0880,DENVER COUNTY 1,4140,FARRELL B. HOWELL ECE-8 SCHOOL,English Language Arts,English Language Arts Grade 04,      59,      56,       3,94.9,718,      18,32.1,      14,25.0,      13,23.2,*,*,*,*,      11,19.6,724,      14,21.9,  -2.3
SCHOOL,0880,DENVER COUNTY 1,4140,FARRELL B. HOWELL ECE-8 SCHOOL,English Language Arts,English Language Arts Grade 05,      83,      82,       1,98.8,728,      12,14.6,      25,30.5,      26,31.7,*,*,*,*,      19,23.2,736,      33,39.8, -16.6
SCHOOL,0880,DENVER COUNTY 1,4140,FARRELL B. HOWELL ECE-8 SCHOOL,English Language Arts,English Language Arts Grade 06,      93,      92,       1,98.9,721,      24,26.1,      31,33.7,      19,20.7,*,*,*,*,      18,19.6,719,       9,9.8,   9.8
SCHOOL,0880,DENVER COUNTY 1,4140,FARRELL B. HOWELL ECE-8 SCHOOL,English Language Arts,English Language Arts Grade 07,      83,      83,       0,100.0,714,      26,31.3,      24,28.9,      23,27.7,*,*,*,*,      10,12.0,725,      24,25.3, -13.3
SCHOOL,0880,DENVER COUNTY 1,4140,FARRELL B. HOWELL ECE-8 SCHOOL,English Language Arts,English Language Arts Grade 08,      93,      89,       4,95.7,725,      21,23.6,      19,21.3,      24,27.0,*,*,*,*,      25,28.1,724,      18,21.4,   6.7
SCHOOL,0880,DENVER COUNTY 1,4140,FARRELL B. HOWELL ECE-8 SCHOOL,Mathematics,All Grades,     522,     514,       8,98.5,717,     151,29.4,     159,30.9,     131,25.5,*,*,*,*,      73,14.2,716,      62,11.8,   2.4
SCHOOL,0880,DENVER COUNTY 1,4140,FARRELL B. HOWELL ECE-8 SCHOOL,Mathematics,Mathematics Grade 03,      85,      85,       0,100.0,725,      15,17.6,      25,29.4,      28,32.9,*,*,*,*,      17,20.0,716,      14,17.1,   2.9
SCHOOL,0880,DENVER COUNTY 1,4140,FARRELL B. HOWELL ECE-8 SCHOOL,Mathematics,Mathematics Grade 04,      86,      83,       3,96.5,716,      31,37.3,      20,24.1,      20,24.1,*,*,*,*,      12,14.5,720,      13,15.1,  -0.6
SCHOOL,0880,DENVER COUNTY 1,4140,FARRELL B. HOWELL ECE-8 SCHOOL,Mathematics,Mathematics Grade 05,      83,      83,       0,100.0,724,      17,20.5,      26,31.3,      23,27.7,*,*,*,*,      17,20.5,721,      16,19.3,   1.2
SCHOOL,0880,DENVER COUNTY 1,4140,FARRELL B. HOWELL ECE-8 SCHOOL,Mathematics,Mathematics Grade 06,      93,      93,       0,100.0,712,      34,36.6,      28,30.1,      18,19.4,*,*,*,*,      13,14.0,714,       5,5.4,   8.6
SCHOOL,0880,DENVER COUNTY 1,4140,FARRELL B. HOWELL ECE-8 SCHOOL,Mathematics,Mathematics Grade 07,      83,      81,       2,97.6,716,      16,19.8,      37,45.7,      23,28.4,*,*,*,*,       5,6.2,721,       8,8.5,  -2.3
SCHOOL,0880,DENVER COUNTY 1,4140,FARRELL B. HOWELL ECE-8 SCHOOL,Mathematics,Mathematics Grade 08,      92,      89,       3,96.7,708,      38,42.7,      23,25.8,      19,21.3,*,*,*,*,       9,10.1,706,       6,7.0,   3.1
SCHOOL,0880,DENVER COUNTY 1,6970,FLORIDA PITT-WALLER ECE-8 SCHOOL,English Language Arts,All Grades,     544,     540,       4,99.3,726,     109,20.2,     139,25.7,     163,30.2,     124,23.0,       5,0.9,     129,23.9,727,     121,22.6,   1.3
SCHOOL,0880,DENVER COUNTY 1,6970,FLORIDA PITT-WALLER ECE-8 SCHOOL,English Language Arts,English Language Arts Grade 03,      89,      87,       2,97.8,720,      27,31.0,      17,19.5,      27,31.0,*,*,*,*,      16,18.4,725,      23,27.4,  -9.0
SCHOOL,0880,DENVER COUNTY 1,6970,FLORIDA PITT-WALLER ECE-8 SCHOOL,English Language Arts,English Language Arts Grade 04,     101,     101,       0,100.0,724,      20,19.8,      32,31.7,      31,30.7,*,*,*,*,      18,17.8,727,      28,23.7,  -5.9
SCHOOL,0880,DENVER COUNTY 1,6970,FLORIDA PITT-WALLER ECE-8 SCHOOL,English Language Arts,English Language Arts Grade 05,     115,     114,       1,99.1,728,      20,17.5,      31,27.2,      35,30.7,*,*,*,*,      28,24.6,724,      16,19.3,   5.3
SCHOOL,0880,DENVER COUNTY 1,6970,FLORIDA PITT-WALLER ECE-8 SCHOOL,English Language Arts,English Language Arts Grade 06,      78,      78,       0,100.0,733,       7,9.0,      21,26.9,      29,37.2,*,*,*,*,      21,26.9,719,       9,10.7,  16.2
SCHOOL,0880,DENVER COUNTY 1,6970,FLORIDA PITT-WALLER ECE-8 SCHOOL,English Language Arts,English Language Arts Grade 07,      78,      77,       1,98.7,728,      17,22.1,      18,23.4,      20,26.0,*,*,*,*,      22,28.6,728,      17,21.5,   7.1
SCHOOL,0880,DENVER COUNTY 1,6970,FLORIDA PITT-WALLER ECE-8 SCHOOL,English Language Arts,English Language Arts Grade 08,      83,      83,       0,100.0,726,      18,21.7,      20,24.1,      21,25.3,*,*,*,*,      24,28.9,736,      28,32.2,  -3.3
SCHOOL,0880,DENVER COUNTY 1,6970,FLORIDA PITT-WALLER ECE-8 SCHOOL,Mathematics,All Grades,     563,     561,       2,99.6,720,     139,24.8,     169,30.1,     168,29.9,*,*,*,*,      85,15.2,717,      80,14.2,   1.0
SCHOOL,0880,DENVER COUNTY 1,6970,FLORIDA PITT-WALLER ECE-8 SCHOOL,Mathematics,Mathematics Grade 03,     108,     106,       2,98.1,720,      24,22.6,      30,28.3,      36,34.0,*,*,*,*,      16,15.1,725,      29,27.4, -12.3
SCHOOL,0880,DENVER COUNTY 1,6970,FLORIDA PITT-WALLER ECE-8 SCHOOL,Mathematics,Mathematics Grade 04,     103,     103,       0,100.0,718,      31,30.1,      26,25.2,      31,30.1,*,*,*,*,      15,14.6,714,      13,10.8,   3.8
SCHOOL,0880,DENVER COUNTY 1,6970,FLORIDA PITT-WALLER ECE-8 SCHOOL,Mathematics,Mathematics Grade 05,     115,     115,       0,100.0,721,      26,22.6,      40,34.8,      33,28.7,*,*,*,*,      16,13.9,711,*,*,*
SCHOOL,0880,DENVER COUNTY 1,6970,FLORIDA PITT-WALLER ECE-8 SCHOOL,Mathematics,Mathematics Grade 06,      77,      77,       0,100.0,715,      23,29.9,      27,35.1,      20,26.0,*,*,*,*,       7,9.1,712,       7,8.3,   0.8
SCHOOL,0880,DENVER COUNTY 1,6970,FLORIDA PITT-WALLER ECE-8 SCHOOL,Mathematics,Mathematics Grade 07,      77,      77,       0,100.0,724,      11,14.3,      24,31.2,      31,40.3,*,*,*,*,      11,14.3,719,       8,9.8,   4.5
SCHOOL,0880,DENVER COUNTY 1,6970,FLORIDA PITT-WALLER ECE-8 SCHOOL,Mathematics,Mathematics Grade 08,      83,      83,       0,100.0,720,      24,28.9,      22,26.5,      17,20.5,*,*,*,*,      20,24.1,722,      21,24.4,  -0.3
SCHOOL,0880,DENVER COUNTY 1,3032,FORCE ELEMENTARY SCHOOL,English Language Arts,All Grades,     226,     226,       0,100.0,727,      49,21.7,      63,27.9,      57,25.2,      52,23.0,       5,2.2,      57,25.2,725,      62,26.7,  -1.5
SCHOOL,0880,DENVER COUNTY 1,3032,FORCE ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 03,      56,      56,       0,100.0,717,      20,35.7,      12,21.4,      13,23.2,*,*,*,*,      11,19.6,714,      12,19.4,   0.2
SCHOOL,0880,DENVER COUNTY 1,3032,FORCE ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 04,      91,      91,       0,100.0,730,      16,17.6,      27,29.7,      23,25.3,*,*,*,*,      25,27.5,731,      29,33.7,  -6.2
SCHOOL,0880,DENVER COUNTY 1,3032,FORCE ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 05,      79,      79,       0,100.0,730,      13,16.5,      24,30.4,      21,26.6,*,*,*,*,      21,26.6,728,      21,25.0,   1.6
SCHOOL,0880,DENVER COUNTY 1,3032,FORCE ELEMENTARY SCHOOL,Mathematics,All Grades,     255,     255,       0,100.0,728,      59,23.1,      66,25.9,      65,25.5,      56,22.0,       9,3.5,      65,25.5,729,      68,25.3,   0.2
SCHOOL,0880,DENVER COUNTY 1,3032,FORCE ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 03,      82,      82,       0,100.0,729,      19,23.2,      24,29.3,      14,17.1,      21,25.6,       4,4.9,      25,30.5,729,      25,26.9,   3.6
SCHOOL,0880,DENVER COUNTY 1,3032,FORCE ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 04,      94,      94,       0,100.0,727,      19,20.2,      26,27.7,      27,28.7,*,*,*,*,      22,23.4,730,      23,25.6,  -2.2
SCHOOL,0880,DENVER COUNTY 1,3032,FORCE ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 05,      79,      79,       0,100.0,727,      21,26.6,      16,20.3,      24,30.4,*,*,*,*,      18,22.8,727,      20,23.3,  -0.5
SCHOOL,0880,DENVER COUNTY 1,3296,GARDEN PLACE ELEMENTARY SCHOOL,English Language Arts,All Grades,     127,     126,       1,99.2,725,      30,23.8,      29,23.0,      37,29.4,*,*,*,*,      30,23.8,730,      42,26.8,  -3.0
SCHOOL,0880,DENVER COUNTY 1,3296,GARDEN PLACE ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 03,      30,      30,       0,100.0,706,*,*,*,*,*,*,*,*,*,*,*,*,726,      11,31.4,*
SCHOOL,0880,DENVER COUNTY 1,3296,GARDEN PLACE ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 04,      34,      34,       0,100.0,726,       6,17.6,      10,29.4,*,*,*,*,*,*,*,*,739,      22,34.9,*
SCHOOL,0880,DENVER COUNTY 1,3296,GARDEN PLACE ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 05,      61,      60,       1,98.4,735,       9,15.0,      13,21.7,      18,30.0,*,*,*,*,      20,33.3,723,       9,15.3,  18.0
SCHOOL,0880,DENVER COUNTY 1,3296,GARDEN PLACE ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 06,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,NA,*
SCHOOL,0880,DENVER COUNTY 1,3296,GARDEN PLACE ELEMENTARY SCHOOL,Mathematics,All Grades,     164,     164,       0,100.0,725,      30,18.3,      56,34.1,      41,25.0,*,*,*,*,      37,22.6,727,      40,21.7,   0.9
SCHOOL,0880,DENVER COUNTY 1,3296,GARDEN PLACE ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 03,      49,      49,       0,100.0,714,*,*,*,*,*,*,*,*,*,*,*,*,725,      12,21.1,*
SCHOOL,0880,DENVER COUNTY 1,3296,GARDEN PLACE ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 04,      52,      52,       0,100.0,721,      10,19.2,      23,44.2,      10,19.2,*,*,*,*,       9,17.3,735,      20,29.4, -12.1
SCHOOL,0880,DENVER COUNTY 1,3296,GARDEN PLACE ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 05,      61,      61,       0,100.0,739,       4,6.6,      15,24.6,      19,31.1,*,*,*,*,      23,37.7,718,       8,13.6,  24.1
SCHOOL,0880,DENVER COUNTY 1,3296,GARDEN PLACE ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 06,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,NA,*
SCHOOL,0880,DENVER COUNTY 1,9803,GILLIAM SCHOOL,English Language Arts,All Grades,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SCHOOL,0880,DENVER COUNTY 1,9803,GILLIAM SCHOOL,English Language Arts,English Language Arts Grade 08,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SCHOOL,0880,DENVER COUNTY 1,9803,GILLIAM SCHOOL,Mathematics,All Grades,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SCHOOL,0880,DENVER COUNTY 1,9803,GILLIAM SCHOOL,Mathematics,Mathematics Grade 08,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SCHOOL,0880,DENVER COUNTY 1,3639,GIRLS ATHLETIC LEADERSHIP SCHOOL MIDDLE SCHOOL,English Language Arts,All Grades,     322,     312,      10,96.9,758,      18,5.8,      47,15.1,      61,19.6,     118,37.8,      68,21.8,     186,59.6,756,     156,57.8,   1.8
SCHOOL,0880,DENVER COUNTY 1,3639,GIRLS ATHLETIC LEADERSHIP SCHOOL MIDDLE SCHOOL,English Language Arts,English Language Arts Grade 06,     117,     112,       5,95.7,754,       7,6.3,      17,15.2,      26,23.2,      44,39.3,      18,16.1,      62,55.4,750,      48,48.5,   6.9
SCHOOL,0880,DENVER COUNTY 1,3639,GIRLS ATHLETIC LEADERSHIP SCHOOL MIDDLE SCHOOL,English Language Arts,English Language Arts Grade 07,     107,     105,       2,98.1,761,       5,4.8,      20,19.0,      14,13.3,      37,35.2,      29,27.6,      66,62.9,758,      58,61.7,   1.2
SCHOOL,0880,DENVER COUNTY 1,3639,GIRLS ATHLETIC LEADERSHIP SCHOOL MIDDLE SCHOOL,English Language Arts,English Language Arts Grade 08,      98,      95,       3,96.9,761,       6,6.3,      10,10.5,      21,22.1,      37,38.9,      21,22.1,      58,61.1,760,      50,64.9,  -3.8
SCHOOL,0880,DENVER COUNTY 1,3639,GIRLS ATHLETIC LEADERSHIP SCHOOL MIDDLE SCHOOL,Mathematics,All Grades,     321,     310,      11,96.6,740,      36,11.6,      59,19.0,      86,27.7,     116,37.4,      13,4.2,     129,41.6,738,     101,39.1,   2.5
SCHOOL,0880,DENVER COUNTY 1,3639,GIRLS ATHLETIC LEADERSHIP SCHOOL MIDDLE SCHOOL,Mathematics,Mathematics Grade 06,     117,     114,       3,97.4,732,      21,18.4,      28,24.6,      32,28.1,      29,25.4,       4,3.5,      33,28.9,729,      31,31.3,  -2.4
SCHOOL,0880,DENVER COUNTY 1,3639,GIRLS ATHLETIC LEADERSHIP SCHOOL MIDDLE SCHOOL,Mathematics,Mathematics Grade 07,     107,     104,       3,97.2,743,       7,6.7,      19,18.3,      30,28.8,*,*,*,*,      48,46.2,745,      37,45.1,   1.1
SCHOOL,0880,DENVER COUNTY 1,3639,GIRLS ATHLETIC LEADERSHIP SCHOOL MIDDLE SCHOOL,Mathematics,Mathematics Grade 08,      91,      86,       5,94.5,746,*,*,*,*,*,*,*,*,*,*,*,*,739,      25,36.8,*
SCHOOL,0880,DENVER COUNTY 1,3639,GIRLS ATHLETIC LEADERSHIP SCHOOL MIDDLE SCHOOL,Mathematics,Geometry,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,NA,NA
SCHOOL,0880,DENVER COUNTY 1,3478,GODSMAN ELEMENTARY SCHOOL,English Language Arts,All Grades,     171,     169,       2,98.8,730,      38,22.5,      28,16.6,      51,30.2,*,*,*,*,      52,30.8,737,      57,34.5,  -3.7
SCHOOL,0880,DENVER COUNTY 1,3478,GODSMAN ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 03,      44,      43,       1,97.7,724,      12,27.9,       8,18.6,      15,34.9,*,*,*,*,       8,18.6,747,      16,47.1, -28.5
SCHOOL,0880,DENVER COUNTY 1,3478,GODSMAN ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 04,      50,      50,       0,100.0,737,       7,14.0,      10,20.0,      14,28.0,*,*,*,*,      19,38.0,741,      22,41.5,  -3.5
SCHOOL,0880,DENVER COUNTY 1,3478,GODSMAN ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 05,      77,      76,       1,98.7,729,      19,25.0,      10,13.2,      22,28.9,*,*,*,*,      25,32.9,730,      19,24.4,   8.5
SCHOOL,0880,DENVER COUNTY 1,3478,GODSMAN ELEMENTARY SCHOOL,Mathematics,All Grades,     240,     240,       0,100.0,732,      43,17.9,      52,21.7,      68,28.3,      71,29.6,       6,2.5,      77,32.1,735,      82,34.9,  -2.8
SCHOOL,0880,DENVER COUNTY 1,3478,GODSMAN ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 03,      91,      91,       0,100.0,745,       9,9.9,      12,13.2,      24,26.4,*,*,*,*,      46,50.5,759,      44,62.9, -12.4
SCHOOL,0880,DENVER COUNTY 1,3478,GODSMAN ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 04,      72,      72,       0,100.0,728,      15,20.8,      14,19.4,      24,33.3,*,*,*,*,      19,26.4,728,      22,25.3,   1.1
SCHOOL,0880,DENVER COUNTY 1,3478,GODSMAN ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 05,      77,      77,       0,100.0,720,      19,24.7,      26,33.8,      20,26.0,*,*,*,*,      12,15.6,721,      16,20.5,  -4.9
SCHOOL,0880,DENVER COUNTY 1,3512,GOLDRICK ELEMENTARY SCHOOL,English Language Arts,All Grades,     175,     169,       6,96.6,721,      50,29.6,      43,25.4,      35,20.7,*,*,*,*,      41,24.3,719,      36,20.3,   4.0
SCHOOL,0880,DENVER COUNTY 1,3512,GOLDRICK ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 03,      43,      43,       0,100.0,702,      20,46.5,      13,30.2,       5,11.6,*,*,*,*,       5,11.6,707,       5,12.5,  -0.9
SCHOOL,0880,DENVER COUNTY 1,3512,GOLDRICK ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 04,      50,      49,       1,98.0,717,      19,38.8,      11,22.4,       9,18.4,*,*,*,*,      10,20.4,715,       7,12.3,   8.1
SCHOOL,0880,DENVER COUNTY 1,3512,GOLDRICK ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 05,      82,      77,       5,93.9,734,      11,14.3,      19,24.7,      21,27.3,*,*,*,*,      26,33.8,728,      24,30.0,   3.8
SCHOOL,0880,DENVER COUNTY 1,3512,GOLDRICK ELEMENTARY SCHOOL,Mathematics,All Grades,     246,     243,       3,98.8,712,      77,31.7,      88,36.2,      53,21.8,*,*,*,*,      25,10.3,716,      32,12.5,  -2.2
SCHOOL,0880,DENVER COUNTY 1,3512,GOLDRICK ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 03,      71,      71,       0,100.0,710,      24,33.8,      27,38.0,      13,18.3,*,*,*,*,       7,9.9,714,      12,12.8,  -2.9
SCHOOL,0880,DENVER COUNTY 1,3512,GOLDRICK ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 04,      93,      91,       2,97.8,708,      34,37.4,      32,35.2,      17,18.7,*,*,*,*,       8,8.8,709,       4,4.8,   4.0
SCHOOL,0880,DENVER COUNTY 1,3512,GOLDRICK ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 05,      82,      81,       1,98.8,718,      19,23.5,      29,35.8,      23,28.4,*,*,*,*,      10,12.3,727,      16,20.3,  -8.0
SCHOOL,0880,DENVER COUNTY 1,3600,GRANT BEACON MIDDLE SCHOOL,English Language Arts,All Grades,     406,     397,       9,97.8,748,      37,9.3,      65,16.4,     112,28.2,     119,30.0,      64,16.1,     183,46.1,744,     178,43.4,   2.7
SCHOOL,0880,DENVER COUNTY 1,3600,GRANT BEACON MIDDLE SCHOOL,English Language Arts,English Language Arts Grade 06,     154,     151,       3,98.1,740,      14,9.3,      34,22.5,      52,34.4,      37,24.5,      14,9.3,      51,33.8,742,      54,44.6, -10.8
SCHOOL,0880,DENVER COUNTY 1,3600,GRANT BEACON MIDDLE SCHOOL,English Language Arts,English Language Arts Grade 07,     109,     105,       4,96.3,755,      14,13.3,       8,7.6,      23,21.9,      30,28.6,      30,28.6,      60,57.1,744,      60,42.9,  14.2
SCHOOL,0880,DENVER COUNTY 1,3600,GRANT BEACON MIDDLE SCHOOL,English Language Arts,English Language Arts Grade 08,     143,     141,       2,98.6,751,       9,6.4,      23,16.3,      37,26.2,      52,36.9,      20,14.2,      72,51.1,745,      64,43.0,   8.1
SCHOOL,0880,DENVER COUNTY 1,3600,GRANT BEACON MIDDLE SCHOOL,Mathematics,All Grades,     406,     397,       9,97.8,727,      79,19.9,     114,28.7,      98,24.7,      98,24.7,       8,2.0,     106,26.7,727,      99,24.1,   2.6
SCHOOL,0880,DENVER COUNTY 1,3600,GRANT BEACON MIDDLE SCHOOL,Mathematics,Mathematics Grade 06,     153,     150,       3,98.0,723,      36,24.0,      50,33.3,      34,22.7,*,*,*,*,      30,20.0,728,      29,24.0,  -4.0
SCHOOL,0880,DENVER COUNTY 1,3600,GRANT BEACON MIDDLE SCHOOL,Mathematics,Mathematics Grade 07,     110,     106,       4,96.4,733,      11,10.4,      30,28.3,      28,26.4,*,*,*,*,      37,34.9,726,      25,17.9,  17.0
SCHOOL,0880,DENVER COUNTY 1,3600,GRANT BEACON MIDDLE SCHOOL,Mathematics,Mathematics Grade 08,     143,     141,       2,98.6,727,      32,22.7,      34,24.1,      36,25.5,*,*,*,*,      39,27.7,726,      45,30.2,  -2.5
SCHOOL,0880,DENVER COUNTY 1,3605,GRANT RANCH ECE-8 SCHOOL,English Language Arts,All Grades,     327,     326,       1,99.7,737,      47,14.4,      70,21.5,      94,28.8,      94,28.8,      21,6.4,     115,35.3,738,     153,36.2,  -0.9
SCHOOL,0880,DENVER COUNTY 1,3605,GRANT RANCH ECE-8 SCHOOL,English Language Arts,English Language Arts Grade 03,      42,      42,       0,100.0,730,       8,19.0,      10,23.8,      15,35.7,*,*,*,*,       9,21.4,734,      20,33.3, -11.9
SCHOOL,0880,DENVER COUNTY 1,3605,GRANT RANCH ECE-8 SCHOOL,English Language Arts,English Language Arts Grade 04,      47,      47,       0,100.0,736,       7,14.9,      10,21.3,      13,27.7,      13,27.7,       4,8.5,      17,36.2,735,      22,31.4,   4.8
